f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11
0.7762640118598938, 0.567661702632904, 0.11810886859893799, 0.6974766254425049, -0.10179420560598373, -0.026448482647538185, 0.05115252360701561, 0.12990376353263855, 0.1817312240600586, 0.14663925766944885, 0.0
1.0409959554672241, 0.3162381947040558, -0.9459911584854126, 0.8576616644859314, 0.1817312240600586, -0.051344823092222214, -0.09017662703990936, -0.002656270284205675, 0.09472206979990005, 0.07837548851966858, 0.0
0.12235840409994125, 7.924214839935303, 60.793182373046875, -0.6708292961120605, -0.6020600199699402, -0.6189121007919312, -0.6020600199699402, -0.6189121007919312, -0.6020600199699402, -0.6189121007919312, -0.6020600199699402
0.10572028905153275, 9.245065689086914, 83.47119140625, -0.6708292961120605, -0.9030900001525879, -0.6189121007919312, -0.6020600199699402, -0.6189121007919312, -0.6708292961120605, -0.6708292961120605, -0.6020600199699402
0.0949363186955452, 10.34175968170166, 104.95203399658203, -0.6708292961120605, -0.9030900001525879, -0.6189121007919312, -0.6020600199699402, -0.6708292961120605, -0.6708292961120605, -0.6708292961120605, -0.6020600199699402
2.0513546466827393, -0.6210388541221619, -1.0126327276229858, 0.7349784970283508, 0.03855264186859131, -0.01235370896756649, 0.05115252360701561, 0.14663925766944885, 0.1817312240600586, 0.07837548851966858, 0.0
1.1605970859527588, -1.1068872213363647, 0.25900962948799133, 0.6675524711608887, -0.06876930594444275, 0.02594122849404812, 0.0969100147485733, -0.05991457402706146, 0.1634913831949234, 0.05510133132338524, 0.0
0.1461266279220581, 6.544602394104004, 40.831844329833984, -0.6189121007919312, -0.4385686218738556, -0.5592666268348694, -0.5051499605178833, -0.5592666268348694, -0.3104454576969147, -0.6189121007919312, -0.249877467751503
0.13687947392463684, 7.026607513427734, 47.37321853637695, -0.6189121007919312, -0.4385686218738556, -0.5592666268348694, -0.6020600199699402, -0.5592666268348694, -0.5051499605178833, -0.6189121007919312, -0.249877467751503
0.1303190290927887, 7.408252239227295, 52.88221740722656, -0.6708292961120605, -0.5051499605178833, -0.6189121007919312, -0.6020600199699402, -0.6189121007919312, -0.5051499605178833, -0.6189121007919312, -0.249877467751503
